action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_03150,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.40754232100577,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_03151,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.151042321005768,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_03152,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.110542321005767,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_03153,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.962042321005768,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_03154,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,17.721508699023406,balanced commercial and operational conditions with manageable managerial control needs,34,normal
MAQ_03155,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.622277066803463,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_03156,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.760542321005765,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_03157,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.44554232100577,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_03158,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.421777066803466,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_03159,2023-09,2023-09-01,2023-09-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.812042321005766,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_03160,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,51.63697220020394,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss,1,normal
MAQ_03161,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,44.0114636781735,treatment line is selling into a tighter capacity environment and should be scaled carefully,2,normal
MAQ_03162,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,30.683488609662604,balanced commercial and operational conditions with manageable managerial control needs,3,normal
MAQ_03163,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,27.4084636781735,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",4,normal
MAQ_03164,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,25.53045597647059,therapist performance pattern is stable with manageable coaching need,5,normal
MAQ_03165,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.77344914234618,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_03166,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.269879094572136,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",7,normal
MAQ_03167,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.979463678173502,maintain and monitor treatment line performance within current operating rhythm,8,normal
MAQ_03168,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.078474941176474,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",9,normal
MAQ_03169,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,22.30744914234618,maintain and monitor treatment line performance within current operating rhythm,10,normal
MAQ_03170,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.301314729411764,therapist performance pattern is stable with manageable coaching need,11,normal
MAQ_03171,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.244472258823528,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",12,normal
MAQ_03172,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.999609388235296,therapist performance pattern is stable with manageable coaching need,13,normal
MAQ_03173,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.810463678173498,maintain and monitor treatment line performance within current operating rhythm,14,normal
MAQ_03174,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.660863152941175,therapist performance pattern is stable with manageable coaching need,15,normal
MAQ_03175,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.4999636781735,maintain and monitor treatment line performance within current operating rhythm,16,normal
MAQ_03176,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.369463678173496,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_03177,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.034379094572135,maintain and monitor treatment line performance within current operating rhythm,18,normal
MAQ_03178,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.644963678173497,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",19,normal
MAQ_03179,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.473963678173497,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",20,normal
MAQ_03180,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.3299636781735,maintain and monitor treatment line performance within current operating rhythm,21,normal
MAQ_03181,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.23294914234618,maintain and monitor treatment line performance within current operating rhythm,22,normal
MAQ_03182,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.319879094572133,maintain and monitor treatment line performance within current operating rhythm,23,normal
MAQ_03183,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.22044914234618,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_03184,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.20694914234618,maintain and monitor treatment line performance within current operating rhythm,25,normal
MAQ_03185,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.188949142346182,maintain and monitor treatment line performance within current operating rhythm,26,normal
MAQ_03186,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.765949142346177,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_03187,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.518879094572135,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",28,normal
MAQ_03188,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.361379094572136,maintain and monitor treatment line performance within current operating rhythm,29,normal
MAQ_03189,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.08644914234618,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_03190,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.992379094572133,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_03191,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.83937909457213,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_03192,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.380379094572135,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_03193,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,17.1169636781735,maintain and monitor treatment line performance within current operating rhythm,34,normal
MAQ_03194,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.848949142346182,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_03195,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,16.79899082330708,balanced commercial and operational conditions with manageable managerial control needs,36,normal
MAQ_03196,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.899879094572139,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_03197,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.40894914234618,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_03198,2023-10,2023-10-01,2023-10-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.900879094572133,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_03199,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,31.773068734445026,balanced commercial and operational conditions with manageable managerial control needs,1,normal
MAQ_03200,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,31.177823300978922,balanced commercial and operational conditions with manageable managerial control needs,2,normal
MAQ_03201,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,30.638903665560715,balanced commercial and operational conditions with manageable managerial control needs,3,normal
MAQ_03202,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.40012581455483,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",4,normal
MAQ_03203,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.364652526554266,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",5,normal
MAQ_03204,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.89305627006174,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_03205,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.070032588235293,therapist performance pattern is stable with manageable coaching need,7,normal
MAQ_03206,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.01253014117647,therapist performance pattern is stable with manageable coaching need,8,normal
MAQ_03207,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.90765491764706,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",9,normal
MAQ_03208,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.393890329411764,therapist performance pattern is stable with manageable coaching need,10,normal
MAQ_03209,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.303167788235292,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",11,normal
MAQ_03210,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.174152526554263,maintain and monitor treatment line performance within current operating rhythm,12,normal
MAQ_03211,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.746125814554826,maintain and monitor treatment line performance within current operating rhythm,13,normal
MAQ_03212,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,20.600194611764707,therapist performance pattern is stable with manageable coaching need,14,normal
MAQ_03213,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.378556270061743,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_03214,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.531652526554268,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_03215,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.513652526554264,maintain and monitor treatment line performance within current operating rhythm,17,normal
MAQ_03216,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.382625814554824,maintain and monitor treatment line performance within current operating rhythm,18,normal
MAQ_03217,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.036652526554263,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_03218,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.524556270061744,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",20,normal
MAQ_03219,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.447152526554262,treatment line can support commercial push without materially raising team strain,21,normal
MAQ_03220,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.411152526554265,treatment line can support commercial push without materially raising team strain,22,normal
MAQ_03221,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.40162581455483,treatment line can support commercial push without materially raising team strain,23,normal
MAQ_03222,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.397125814554826,treatment line can support commercial push without materially raising team strain,24,normal
MAQ_03223,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.182556270061742,maintain and monitor treatment line performance within current operating rhythm,25,normal
MAQ_03224,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.145125814554827,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_03225,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.998056270061742,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",27,normal
MAQ_03226,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.920125814554826,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_03227,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.84505627006174,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_03228,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.799152526554263,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_03229,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.78062581455483,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_03230,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.49855627006174,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_03231,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.161056270061742,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_03232,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.201652526554266,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_03233,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.147125814554826,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_03234,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.932556270061742,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_03235,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.346652526554262,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_03236,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.233625814554827,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_03237,2023-11,2023-11-01,2023-11-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.123556270061743,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_03238,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,outlet_management,coverage_control,coverage_control_required,repair roster coverage before service inconsistency affects revenue,protective,stabilize,53.640182695891404,coverage control is required before service inconsistency damages guest experience and repeat demand,1,normal
MAQ_03239,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,45.75367510588235,therapist performance pattern is stable with manageable coaching need,2,normal
MAQ_03240,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,31.221172167887566,balanced commercial and operational conditions with manageable managerial control needs,3,normal
MAQ_03241,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,29.591571809381094,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",4,normal
MAQ_03242,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,26.248071809381095,maintain and monitor treatment line performance within current operating rhythm,5,normal
MAQ_03243,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.88086682352941,therapist performance pattern is stable with manageable coaching need,6,normal
MAQ_03244,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.454524312901196,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",7,normal
MAQ_03245,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.445826357173793,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",8,normal
MAQ_03246,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.782071809381094,maintain and monitor treatment line performance within current operating rhythm,9,normal
MAQ_03247,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,23.47607180938109,treatment line can support commercial push without materially raising team strain,10,normal
MAQ_03248,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,23.233071809381094,treatment line can support commercial push without materially raising team strain,11,normal
MAQ_03249,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,23.098071809381096,treatment line can support commercial push without materially raising team strain,12,normal
MAQ_03250,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.918071809381093,treatment line can support commercial push without materially raising team strain,13,normal
MAQ_03251,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.666071809381094,treatment line can support commercial push without materially raising team strain,14,normal
MAQ_03252,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.438363223529407,therapist performance pattern is stable with manageable coaching need,15,normal
MAQ_03253,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.86010948235294,therapist performance pattern is stable with manageable coaching need,16,normal
MAQ_03254,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,21.604071809381093,treatment line can support commercial push without materially raising team strain,17,normal
MAQ_03255,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.511052611764704,therapist performance pattern is stable with manageable coaching need,18,normal
MAQ_03256,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.46611776470588,therapist performance pattern is stable with manageable coaching need,19,normal
MAQ_03257,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.399024312901194,maintain and monitor treatment line performance within current operating rhythm,20,normal
MAQ_03258,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.35882635717379,maintain and monitor treatment line performance within current operating rhythm,21,normal
MAQ_03259,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.612524312901193,maintain and monitor treatment line performance within current operating rhythm,22,normal
