outlet_name,zone_name,month_id,year,month_num,seasonality_factor,regime_factor,demand_index_0_100,yield_index_0_100,team_pressure_risk_0_100,expected_story_label,managerial_risk_hint
St Julian's / Paceville Spa,St Julian's / Paceville,2017-03,2017,3,0.92,0.92,74.5,70.0,67.5,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2017-04,2017,4,1.02,0.92,82.6,72.0,72.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-05,2017,5,1.1,0.92,89.1,72.0,76.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-06,2017,6,1.18,0.92,95.5,70.0,80.9,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-07,2017,7,1.3,0.92,100.0,66.0,83.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-08,2017,8,1.34,0.92,100.0,66.0,83.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-09,2017,9,1.22,0.92,98.8,70.0,83.0,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-10,2017,10,1.08,0.92,87.4,72.0,75.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2017-11,2017,11,0.95,0.92,76.9,70.0,69.0,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2017-12,2017,12,1.0,0.92,81.0,70.0,71.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2018-01,2018,1,0.86,0.96,72.7,71.0,67.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2018-02,2018,2,0.84,0.96,71.0,71.0,66.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2018-03,2018,3,0.92,0.96,77.7,71.0,70.5,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2018-04,2018,4,1.02,0.96,86.2,73.0,76.0,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-05,2018,5,1.1,0.96,92.9,73.0,80.2,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-06,2018,6,1.18,0.96,99.7,71.0,84.6,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-07,2018,7,1.3,0.96,100.0,67.0,84.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-08,2018,8,1.34,0.96,100.0,67.0,84.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-09,2018,9,1.22,0.96,100.0,71.0,84.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-10,2018,10,1.08,0.96,91.2,73.0,79.1,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2018-11,2018,11,0.95,0.96,80.3,71.0,72.2,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2018-12,2018,12,1.0,0.96,84.5,71.0,74.9,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-01,2019,1,0.86,1.0,75.7,72.0,70.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2019-02,2019,2,0.84,1.0,73.9,72.0,69.1,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2019-03,2019,3,0.92,1.0,81.0,72.0,73.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2019-04,2019,4,1.02,1.0,89.8,74.0,79.2,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-05,2019,5,1.1,1.0,96.8,74.0,83.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-06,2019,6,1.18,1.0,100.0,72.0,85.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-07,2019,7,1.3,1.0,100.0,68.0,85.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-08,2019,8,1.34,1.0,100.0,68.0,85.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-09,2019,9,1.22,1.0,100.0,72.0,85.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-10,2019,10,1.08,1.0,95.0,74.0,82.6,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-11,2019,11,0.95,1.0,83.6,72.0,75.3,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2019-12,2019,12,1.0,1.0,88.0,72.0,78.1,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2020-01,2020,1,0.86,0.42,31.8,64.0,28.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-02,2020,2,0.84,0.42,31.0,64.0,27.8,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-03,2020,3,0.92,0.42,34.0,64.0,29.7,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-04,2020,4,1.02,0.42,37.7,66.0,32.0,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-05,2020,5,1.1,0.42,40.7,66.0,33.9,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-06,2020,6,1.18,0.42,43.6,64.0,35.8,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-07,2020,7,1.3,0.42,48.0,60.0,38.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-08,2020,8,1.34,0.42,49.5,60.0,39.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-09,2020,9,1.22,0.42,45.1,64.0,36.8,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-10,2020,10,1.08,0.42,39.9,66.0,33.4,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-11,2020,11,0.95,0.42,35.1,64.0,30.4,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2020-12,2020,12,1.0,0.42,37.0,64.0,31.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-01,2021,1,0.86,0.58,43.9,67.0,40.0,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-02,2021,2,0.84,0.58,42.9,67.0,39.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-03,2021,3,0.92,0.58,47.0,67.0,42.0,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-04,2021,4,1.02,0.58,52.1,69.0,45.2,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-05,2021,5,1.1,0.58,56.1,69.0,47.8,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-06,2021,6,1.18,0.58,60.2,67.0,50.4,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-07,2021,7,1.3,0.58,66.4,63.0,54.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-08,2021,8,1.34,0.58,68.4,63.0,55.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-09,2021,9,1.22,0.58,62.3,67.0,51.7,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-10,2021,10,1.08,0.58,55.1,69.0,47.1,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-11,2021,11,0.95,0.58,48.5,67.0,42.9,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2021-12,2021,12,1.0,0.58,51.0,67.0,44.5,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-01,2022,1,0.86,0.78,59.0,70.0,55.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-02,2022,2,0.84,0.78,57.7,70.0,54.8,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-03,2022,3,0.92,0.78,63.1,70.0,58.2,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-04,2022,4,1.02,0.78,70.0,72.0,62.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-05,2022,5,1.1,0.78,75.5,72.0,66.1,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-06,2022,6,1.18,0.78,81.0,70.0,69.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-07,2022,7,1.3,0.78,89.2,66.0,74.9,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2022-08,2022,8,1.34,0.78,92.0,66.0,76.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2022-09,2022,9,1.22,0.78,83.7,70.0,71.4,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2022-10,2022,10,1.08,0.78,74.1,72.0,65.2,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-11,2022,11,0.95,0.78,65.2,70.0,59.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2022-12,2022,12,1.0,0.78,68.6,70.0,61.7,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2023-01,2023,1,0.86,0.92,69.6,73.0,66.4,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2023-02,2023,2,0.84,0.92,68.0,73.0,65.3,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2023-03,2023,3,0.92,0.92,74.5,73.0,69.5,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2023-04,2023,4,1.02,0.92,82.6,75.0,74.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-05,2023,5,1.1,0.92,89.1,75.0,78.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-06,2023,6,1.18,0.92,95.5,73.0,82.9,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-07,2023,7,1.3,0.92,100.0,69.0,85.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-08,2023,8,1.34,0.92,100.0,69.0,85.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-09,2023,9,1.22,0.92,98.8,73.0,85.0,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-10,2023,10,1.08,0.92,87.4,75.0,77.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2023-11,2023,11,0.95,0.92,76.9,73.0,71.0,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2023-12,2023,12,1.0,0.92,81.0,73.0,73.6,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2024-01,2024,1,0.86,1.02,77.2,75.0,73.2,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2024-02,2024,2,0.84,1.02,75.4,75.0,72.1,mixed / monitor,Monitor trend direction before major repositioning.
St Julian's / Paceville Spa,St Julian's / Paceville,2024-03,2024,3,0.92,1.02,82.6,75.0,76.7,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2024-04,2024,4,1.02,1.02,91.6,77.0,82.4,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2024-05,2024,5,1.1,1.02,98.7,77.0,86.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2024-06,2024,6,1.18,1.02,100.0,75.0,87.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2024-07,2024,7,1.3,1.02,100.0,71.0,87.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2024-08,2024,8,1.34,1.02,100.0,71.0,87.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2024-09,2024,9,1.22,1.02,100.0,75.0,87.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2024-10,2024,10,1.08,1.02,96.9,77.0,85.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2024-11,2024,11,0.95,1.02,85.3,75.0,78.4,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2024-12,2024,12,1.0,1.02,89.8,75.0,81.2,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2025-01,2025,1,0.86,1.08,81.7,77.0,78.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-02,2025,2,0.84,1.08,79.8,77.0,76.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
St Julian's / Paceville Spa,St Julian's / Paceville,2025-03,2025,3,0.92,1.08,87.4,77.0,81.7,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-04,2025,4,1.02,1.08,96.9,79.0,87.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-05,2025,5,1.1,1.08,100.0,79.0,89.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-06,2025,6,1.18,1.08,100.0,77.0,89.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-07,2025,7,1.3,1.08,100.0,73.0,89.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2025-08,2025,8,1.34,1.08,100.0,73.0,89.8,leakage-risk,"Demand exists, but monetization quality and conversion discipline need tightening."
St Julian's / Paceville Spa,St Julian's / Paceville,2025-09,2025,9,1.22,1.08,100.0,77.0,89.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-10,2025,10,1.08,1.08,100.0,79.0,89.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-11,2025,11,0.95,1.08,90.3,77.0,83.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
St Julian's / Paceville Spa,St Julian's / Paceville,2025-12,2025,12,1.0,1.08,95.0,77.0,86.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Valletta Spa,Valletta,2017-01,2017,1,0.86,0.92,56.0,86.0,38.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2017-02,2017,2,0.84,0.92,55.4,86.0,38.7,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2017-03,2017,3,0.92,0.92,58.0,86.0,39.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-04,2017,4,1.02,0.92,61.4,88.0,40.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-05,2017,5,1.1,0.92,64.1,88.0,41.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-06,2017,6,1.18,0.92,66.7,86.0,42.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-07,2017,7,1.3,0.92,70.7,86.0,43.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-08,2017,8,1.34,0.92,72.1,86.0,44.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-09,2017,9,1.22,0.92,68.1,88.0,43.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-10,2017,10,1.08,0.92,63.4,88.0,41.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-11,2017,11,0.95,0.92,59.1,86.0,39.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2017-12,2017,12,1.0,0.92,60.7,86.0,40.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-01,2018,1,0.86,0.96,58.5,87.0,40.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-02,2018,2,0.84,0.96,57.8,87.0,40.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2018-03,2018,3,0.92,0.96,60.6,87.0,41.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-04,2018,4,1.02,0.96,64.1,89.0,42.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-05,2018,5,1.1,0.96,66.8,89.0,43.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-06,2018,6,1.18,0.96,69.6,87.0,44.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-07,2018,7,1.3,0.96,73.8,87.0,45.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-08,2018,8,1.34,0.96,75.2,87.0,46.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-09,2018,9,1.22,0.96,71.0,89.0,45.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-10,2018,10,1.08,0.96,66.1,89.0,43.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-11,2018,11,0.95,0.96,61.6,87.0,41.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2018-12,2018,12,1.0,0.96,63.4,87.0,42.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-01,2019,1,0.86,1.0,60.9,88.0,42.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-02,2019,2,0.84,1.0,60.2,88.0,42.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-03,2019,3,0.92,1.0,63.1,88.0,43.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-04,2019,4,1.02,1.0,66.7,90.0,44.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-05,2019,5,1.1,1.0,69.6,90.0,45.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-06,2019,6,1.18,1.0,72.5,88.0,46.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-07,2019,7,1.3,1.0,76.9,88.0,48.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-08,2019,8,1.34,1.0,78.3,88.0,48.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-09,2019,9,1.22,1.0,74.0,90.0,47.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-10,2019,10,1.08,1.0,68.9,90.0,45.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-11,2019,11,0.95,1.0,64.2,88.0,43.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2019-12,2019,12,1.0,1.0,66.0,88.0,44.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2020-01,2020,1,0.86,0.42,25.6,80.0,16.6,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-02,2020,2,0.84,0.42,25.3,80.0,16.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-03,2020,3,0.92,0.42,26.5,80.0,16.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-04,2020,4,1.02,0.42,28.0,82.0,17.4,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-05,2020,5,1.1,0.42,29.2,82.0,17.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-06,2020,6,1.18,0.42,30.5,80.0,18.3,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-07,2020,7,1.3,0.42,32.3,80.0,18.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-08,2020,8,1.34,0.42,32.9,80.0,19.1,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-09,2020,9,1.22,0.42,31.1,82.0,18.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-10,2020,10,1.08,0.42,28.9,82.0,17.8,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-11,2020,11,0.95,0.42,27.0,80.0,17.1,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2020-12,2020,12,1.0,0.42,27.7,80.0,17.3,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-01,2021,1,0.86,0.58,35.3,83.0,23.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-02,2021,2,0.84,0.58,34.9,83.0,23.8,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-03,2021,3,0.92,0.58,36.6,83.0,24.4,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-04,2021,4,1.02,0.58,38.7,85.0,25.1,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-05,2021,5,1.1,0.58,40.4,85.0,25.6,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-06,2021,6,1.18,0.58,42.1,83.0,26.2,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-07,2021,7,1.3,0.58,44.6,83.0,27.1,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-08,2021,8,1.34,0.58,45.4,83.0,27.3,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-09,2021,9,1.22,0.58,42.9,85.0,26.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-10,2021,10,1.08,0.58,40.0,85.0,25.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-11,2021,11,0.95,0.58,37.2,83.0,24.6,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2021-12,2021,12,1.0,0.58,38.3,83.0,24.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-01,2022,1,0.86,0.78,47.5,86.0,34.0,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-02,2022,2,0.84,0.78,46.9,86.0,33.8,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-03,2022,3,0.92,0.78,49.2,86.0,34.6,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-04,2022,4,1.02,0.78,52.0,88.0,35.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-05,2022,5,1.1,0.78,54.3,88.0,36.3,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-06,2022,6,1.18,0.78,56.6,86.0,37.1,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-07,2022,7,1.3,0.78,60.0,86.0,38.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2022-08,2022,8,1.34,0.78,61.1,86.0,38.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2022-09,2022,9,1.22,0.78,57.7,88.0,37.5,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-10,2022,10,1.08,0.78,53.7,88.0,36.1,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2022-11,2022,11,0.95,0.78,50.1,86.0,34.9,mixed / monitor,Monitor trend direction before major repositioning.
